List of gene ontology (GO) terms and the difference in abundances (RT - SC) between proteins with them.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(RT abundance) - (SC abundance) / sqrt(2)
GO Term Identifier,GO Term Obsolete,GO Term Name,GO Term Namespace,GO Term Description,Parents Name,Parents Identifier,Parents Namespace,Parents Description,kids,median dist from 45-degree,proteins w/ term or its kids,higher RT or SC?,is metabolic process?,involved in generating precursor metabolites/energy?,kids2,net dist from 45-degree
GO:0015250,FALSE,water channel activity,molecular_function,Transport systems of this type enable facilitated diffusion of water (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0015250,0,0,equal in both,#CALC!,,#CALC!,0
GO:0015254,FALSE,glycerol channel activity,molecular_function,Enables the facilitated diffusion of glycerol (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0015254,0,0,equal in both,#CALC!,,#CALC!,0
GO:0015275,FALSE,"stretch-activated, monoatomic cation-selective, calcium channel activity",molecular_function,Enables the transmembrane transfer of a calcium ion by a channel that opens in response to a mechanical stress in the form of stretching.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0015275,0,0,equal in both,#CALC!,,#CALC!,0
GO:0015288,FALSE,porin activity,molecular_function,"Enables the transfer of substances, sized less than 1000 Da, from one side of a membrane to the other. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0015288,0,0,equal in both,#CALC!,,#CALC!,0
GO:0015292,FALSE,uniporter activity,molecular_function,Catalysis of the transport of a single molecular species across a membrane; transport is independent of the movement of any other molecular species.,active transmembrane transporter activity,GO:0022804,molecular_function,"Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction.",GO:0015292,0.000225755,1,RT,#CALC!,,#CALC!,0.000225755
GO:0015293,FALSE,symporter activity,molecular_function,Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported together in the same direction in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy.,active transmembrane transporter activity,GO:0022804,molecular_function,"Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction.",GO:0005351; GO:0005352; GO:0005364; GO:0005366; GO:0015293; GO:0015295; GO:0015319; GO:0015379; GO:0015495; GO:0015505; GO:0097079,1.37969E-05,3,RT,#CALC!,"GO:0005351,GO:0005352,GO:0005364,GO:0005366,GO:0015295,GO:0015319,GO:0015379,GO:0015495,GO:0015505,GO:0097079",GO:0005351; GO:0005352; GO:0005364; GO:0005366; GO:0015295; GO:0015319; GO:0015379; GO:0015495; GO:0015505; GO:0097079,3.57056E-05
GO:0015295,FALSE,solute:proton symporter activity,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: solute(out) + H+(out) = solute(in) + H+(in).,active monoatomic ion transmembrane transporter activity,GO:0022853,molecular_function,Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.,GO:0005351; GO:0005352; GO:0005364; GO:0005366; GO:0015295; GO:0015495; GO:0097079,1.71331E-05,2,RT,#CALC!,"GO:0005351,GO:0005352,GO:0005364,GO:0005366,GO:0015495,GO:0097079",GO:0005351; GO:0005352; GO:0005364; GO:0005366; GO:0015495; GO:0097079,3.42662E-05
GO:0015297,FALSE,antiporter activity,molecular_function,Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy. The reaction is: solute A(out) + solute B(in) = solute A(in) + solute B(out).,active transmembrane transporter activity,GO:0022804,molecular_function,"Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction.",GO:0005452; GO:0005471; GO:0010486; GO:0015297; GO:0015369; GO:0015385; GO:0015386,8.96566E-05,8,RT,#CALC!,"GO:0005452,GO:0005471,GO:0010486,GO:0015369,GO:0015385,GO:0015386",GO:0005452; GO:0005471; GO:0010486; GO:0015369; GO:0015385; GO:0015386,0.004944876
GO:0015319,FALSE,sodium:inorganic phosphate symporter activity,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Na+(out) + inorganic phosphate(out) = Na+(in) + inorganic phosphate(in).,active monoatomic ion transmembrane transporter activity,GO:0022853,molecular_function,Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.,GO:0015319,0,0,equal in both,#CALC!,,#CALC!,0
GO:0015343,FALSE,siderophore-iron transmembrane transporter activity,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: siderophore-iron(out) + H+(out) = siderophore-iron(in) + H+(in).,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0015343; GO:0015344,0,0,equal in both,#CALC!,GO:0015344,GO:0015344,0
GO:0015344,FALSE,siderophore uptake transmembrane transporter activity,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: siderophore-iron(ferrioxamine)(out) + H+(out) = siderophore-iron(ferrioxamine)(in) + H+(in).,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0015344,0,0,equal in both,#CALC!,,#CALC!,0
GO:0015355,FALSE,secondary active monocarboxylate transmembrane transporter activity,molecular_function,"Catalysis of the movement of a monocarboxylate, any compound containing a single carboxyl group (COOH or COO-), by uniport, symport or antiport across a membrane by a carrier-mediated mechanism.",active transmembrane transporter activity,GO:0022804,molecular_function,"Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction.",GO:0005477; GO:0015355; GO:0015495,3.27882E-05,2,RT,#CALC!,"GO:0005477,GO:0015495",GO:0005477; GO:0015495,6.55765E-05
