id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-4DPMIPPH_c_REV-rt1973	4DPMIPPH_c	REV	rt1973	rt1973:1	protStoichAsgnAuto		109.52633999999999
RXN-4H2OGLTt_c_m_FWD-SPONT	4H2OGLTt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4H2OGLTt_c_m_REV-SPONT	4H2OGLTt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4H2OGLTt_c_x_FWD-SPONT	4H2OGLTt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4H2OGLTt_c_x_REV-SPONT	4H2OGLTt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4HBZCOAS_c_FWD-SPONT	4HBZCOAS_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4HBZF_c_FWD-SPONT	4HBZF_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4HBZNPT_m_FWD-rt6869	4HBZNPT_m	FWD	rt6869	rt6869:1	protStoichAsgnAuto		31.19183
RXN-4HBZt_c_m_FWD-SPONT	4HBZt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4HBZt_c_m_REV-SPONT	4HBZt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-4HGLSD_m_FWD-rt0201	4HGLSD_m	FWD	rt0201	rt0201:1	protStoichAsgnAuto	 	60.85907
RXN-4HPEOR_c_FWD-UNKNOWN	4HPEOR_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	Left as UNKNOWN since no enzyme was found in scRBA or RT models	
RXN-4HPLH_c_FWD-UNKNOWN	4HPLH_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	Left as UNKNOWN since no enzyme was found in scRBA or RT models	
RXN-4HPPCL_c_FWD-UNKNOWN	4HPPCL_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	Left as UNKNOWN since no enzyme was found in scRBA or RT models	
RXN-4HPPR_c_FWD-UNKNOWN	4HPPR_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	Left as UNKNOWN since no enzyme was found in scRBA or RT models	
RXN-4HPPR_c_REV-UNKNOWN	4HPPR_c	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	Left as UNKNOWN since no enzyme was found in scRBA or RT models	
RXN-4HTHRS_c_FWD-rt1374	4HTHRS_c	FWD	rt1374	rt1374:1	protStoichAsgnAuto	 	66.58458
RXN-4MOPR_m_FWD-rt4198	4MOPR_m	FWD	rt4198	rt4198:1	protStoichAsgnManual	Could only find alpha subunit	49.57215000000001
RXN-5AOPt_c_m_FWD-SPONT	5AOPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-5AOPt_c_m_REV-SPONT	5AOPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-5AOPtps_e_FWD-rt2901	5AOPtps_e	FWD	rt2901	rt2901:1	protStoichAsgnAuto	 	60.23484000000001
RXN-5FTHFt_c_e_FWD-SPONT	5FTHFt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-5FTHFt_c_e_REV-SPONT	5FTHFt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-6DPMIPPH_c_FWD-rt1395	6DPMIPPH_c	FWD	rt1395	rt1395:1	protStoichAsgnAuto	 	155.11396000000002
RXN-6DPMIPPH_c_FWD-rt1973	6DPMIPPH_c	FWD	rt1973	rt1973:1	protStoichAsgnAuto	 	109.52633999999999
RXN-6DPMIPPH_c_REV-rt1395	6DPMIPPH_c	REV	rt1395	rt1395:1	protStoichAsgnManual	 	155.11396000000002
RXN-6DPMIPPH_c_REV-rt1973	6DPMIPPH_c	REV	rt1973	rt1973:1	protStoichAsgnManual	 	109.52633999999999
RXN-AACTOOR_c_FWD-UNKNOWN	AACTOOR_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-AASADy_c_FWD-LYS25	AASADy_c	FWD	LYS25	rt1127:1,rt1852:1	protStoichAsgnManual	 	197.95353000000003
RXN-AATA_c_FWD-rt0172	AATA_c	FWD	rt0172	rt0172:1	protStoichAsgnAuto	 	48.51927
RXN-AATA_c_FWD-rt4039	AATA_c	FWD	rt4039	rt4039:1	protStoichAsgnAuto	 	49.21138
RXN-AATA_c_FWD-rt7471	AATA_c	FWD	rt7471	rt7471:1	protStoichAsgnAuto	 	67.72067
RXN-AATA_c_REV-rt0172	AATA_c	REV	rt0172	rt0172:1	protStoichAsgnManual	 	48.51927
RXN-AATA_c_REV-rt4039	AATA_c	REV	rt4039	rt4039:1	protStoichAsgnManual	 	49.21138
RXN-AATA_c_REV-rt7471	AATA_c	REV	rt7471	rt7471:1	protStoichAsgnManual	 	67.72067
RXN-ABTA_c_FWD-rt2569	ABTA_c	FWD	rt2569	rt2569:1	protStoichAsgnAuto	 	48.53519
RXN-ABTA_c_FWD-rt7537	ABTA_c	FWD	rt7537	rt7537:1	protStoichAsgnAuto	 	56.11895000000001
RXN-ABTD2Dx_c_FWD-rt1622_c	ABTD2Dx_c	FWD	rt1622_c	rt1622_c:1	protStoichAsgnAuto	 	43.65615
RXN-ABTD2Dx_c_REV-rt1622_c	ABTD2Dx_c	REV	rt1622_c	rt1622_c:1	protStoichAsgnAuto	 	43.65615
RXN-ABTD2Dy_c_FWD-rt4606	ABTD2Dy_c	FWD	rt4606	rt4606:1	protStoichAsgnAuto	 	33.04656000000001
RXN-ABTD2Dy_c_FWD-rt8084	ABTD2Dy_c	FWD	rt8084	rt8084:1	protStoichAsgnAuto	 	42.14346
RXN-ABTD2Dy_c_REV-rt4606	ABTD2Dy_c	REV	rt4606	rt4606:1	protStoichAsgnAuto	 	33.04656000000001
RXN-ABTD2Dy_c_REV-rt8084	ABTD2Dy_c	REV	rt8084	rt8084:1	protStoichAsgnAuto	 	42.14346
RXN-ABTD4Dx_c_FWD-rt0620	ABTD4Dx_c	FWD	rt0620	rt0620:1	protStoichAsgnAuto	 	28.768209999999996
RXN-ABTD4Dx_c_REV-rt0620	ABTD4Dx_c	REV	rt0620	rt0620:1	protStoichAsgnAuto	 	28.768209999999996
RXN-ABTD4Dy_c_FWD-rt4606	ABTD4Dy_c	FWD	rt4606	rt4606:1	protStoichAsgnAuto	 	33.04656000000001
RXN-ABTD4Dy_c_FWD-rt8084	ABTD4Dy_c	FWD	rt8084	rt8084:1	protStoichAsgnAuto	 	42.14346
RXN-ABTD4Dy_c_REV-rt4606	ABTD4Dy_c	REV	rt4606	rt4606:1	protStoichAsgnAuto	 	33.04656000000001
RXN-ABTD4Dy_c_REV-rt8084	ABTD4Dy_c	REV	rt8084	rt8084:1	protStoichAsgnAuto	 	42.14346
RXN-ABTDt_c_e_FWD-UNKNOWN	ABTDt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 	
RXN-ABTLD_c_FWD-UNKNOWN	ABTLD_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 	
RXN-ABTt_c_e_FWD-rt8486	ABTt_c_e	FWD	rt8486	rt8486:1	protStoichAsgnManual		71.40123000000001
RXN-ABTt_c_e_REV-rt8486	ABTt_c_e	REV	rt8486	rt8486:1	protStoichAsgnManual		71.40123000000001
RXN-ABUTD_m_FWD-rt2756_m	ABUTD_m	FWD	rt2756_m	rt2756_m:1	protStoichAsgnAuto	 	51.40452
RXN-ACACT100i_m_FWD-rt0517	ACACT100i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT100i_x_FWD-rt0697	ACACT100i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT100i_x_FWD-rt5445	ACACT100i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT100i_x_FWD-rt6860	ACACT100i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT101ei_x_FWD-rt0697	ACACT101ei_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT101ei_x_FWD-rt5445	ACACT101ei_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT101ei_x_FWD-rt6860	ACACT101ei_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT120i_m_FWD-rt0517	ACACT120i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT120i_x_FWD-rt0697	ACACT120i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT120i_x_FWD-rt5445	ACACT120i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT120i_x_FWD-rt6860	ACACT120i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT121ai_m_FWD-rt0517	ACACT121ai_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT121ai_x_FWD-rt0697	ACACT121ai_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT121ai_x_FWD-rt5445	ACACT121ai_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT121ai_x_FWD-rt6860	ACACT121ai_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT121di_x_FWD-rt0697	ACACT121di_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT121di_x_FWD-rt5445	ACACT121di_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT121di_x_FWD-rt6860	ACACT121di_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT122ei_x_FWD-rt0697	ACACT122ei_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT122ei_x_FWD-rt5445	ACACT122ei_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT122ei_x_FWD-rt6860	ACACT122ei_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT140i_m_FWD-rt0517	ACACT140i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT140i_x_FWD-rt0697	ACACT140i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT140i_x_FWD-rt5445	ACACT140i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT140i_x_FWD-rt6860	ACACT140i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT141ai_m_FWD-rt0517	ACACT141ai_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT141ai_x_FWD-rt0697	ACACT141ai_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT141ai_x_FWD-rt5445	ACACT141ai_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT141ai_x_FWD-rt6860	ACACT141ai_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT141bi_m_FWD-rt0517	ACACT141bi_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT141bi_x_FWD-rt0697	ACACT141bi_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT141bi_x_FWD-rt5445	ACACT141bi_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT141bi_x_FWD-rt6860	ACACT141bi_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT142i_x_FWD-rt0697	ACACT142i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT142i_x_FWD-rt5445	ACACT142i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT142i_x_FWD-rt6860	ACACT142i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT143i_x_FWD-rt0697	ACACT143i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT143i_x_FWD-rt5445	ACACT143i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT143i_x_FWD-rt6860	ACACT143i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT160i_m_FWD-rt0517	ACACT160i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT160i_x_FWD-rt0697	ACACT160i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT160i_x_FWD-rt5445	ACACT160i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT160i_x_FWD-rt6860	ACACT160i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT161ai_m_FWD-rt0517	ACACT161ai_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT161ai_x_FWD-rt0697	ACACT161ai_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT161ai_x_FWD-rt5445	ACACT161ai_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT161ai_x_FWD-rt6860	ACACT161ai_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT161bi_m_FWD-rt0517	ACACT161bi_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT161bi_x_FWD-rt0697	ACACT161bi_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT161bi_x_FWD-rt5445	ACACT161bi_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT161bi_x_FWD-rt6860	ACACT161bi_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT162i_x_FWD-rt0697	ACACT162i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT162i_x_FWD-rt5445	ACACT162i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT162i_x_FWD-rt6860	ACACT162i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT163i_x_FWD-rt0697	ACACT163i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT163i_x_FWD-rt5445	ACACT163i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT163i_x_FWD-rt6860	ACACT163i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT180i_m_FWD-rt0517	ACACT180i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT180i_x_FWD-rt0697	ACACT180i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT180i_x_FWD-rt5445	ACACT180i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT180i_x_FWD-rt6860	ACACT180i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT181ai_m_FWD-rt0517	ACACT181ai_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT181ai_x_FWD-rt0697	ACACT181ai_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT181ai_x_FWD-rt5445	ACACT181ai_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT181ai_x_FWD-rt6860	ACACT181ai_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT182i_x_FWD-rt0697	ACACT182i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT182i_x_FWD-rt5445	ACACT182i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT182i_x_FWD-rt6860	ACACT182i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT183i_x_FWD-rt0697	ACACT183i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT183i_x_FWD-rt5445	ACACT183i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT183i_x_FWD-rt6860	ACACT183i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT200i_m_FWD-rt0517	ACACT200i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT200i_x_FWD-rt0697	ACACT200i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT200i_x_FWD-rt5445	ACACT200i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT200i_x_FWD-rt6860	ACACT200i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT220i_m_FWD-rt0517	ACACT220i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT220i_x_FWD-rt0697	ACACT220i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT220i_x_FWD-rt5445	ACACT220i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT220i_x_FWD-rt6860	ACACT220i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT240i_m_FWD-rt0517	ACACT240i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT240i_x_FWD-rt0697	ACACT240i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT240i_x_FWD-rt5445	ACACT240i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT240i_x_FWD-rt6860	ACACT240i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT260i_m_FWD-rt0517	ACACT260i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT260i_x_FWD-rt0697	ACACT260i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT260i_x_FWD-rt5445	ACACT260i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT260i_x_FWD-rt6860	ACACT260i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT40i_m_FWD-rt0517	ACACT40i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT40i_x_FWD-rt0697	ACACT40i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT40i_x_FWD-rt5445	ACACT40i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT40i_x_FWD-rt6860	ACACT40i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT40ir_c_FWD-rt0310	ACACT40ir_c	FWD	rt0310	rt0310:1	protStoichAsgnAuto	 	47.9863
RXN-ACACT60i_m_FWD-rt0517	ACACT60i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT60i_x_FWD-rt0697	ACACT60i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT60i_x_FWD-rt5445	ACACT60i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT60i_x_FWD-rt6860	ACACT60i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACACT80i_m_FWD-rt0517	ACACT80i_m	FWD	rt0517	rt0517:1	protStoichAsgnAuto	 	42.10430000000001
RXN-ACACT80i_x_FWD-rt0697	ACACT80i_x	FWD	rt0697	rt0697:1	protStoichAsgnAuto	 	44.77504
RXN-ACACT80i_x_FWD-rt5445	ACACT80i_x	FWD	rt5445	rt5445:1	protStoichAsgnAuto	 	44.34520000000001
RXN-ACACT80i_x_FWD-rt6860	ACACT80i_x	FWD	rt6860	rt6860:1	protStoichAsgnAuto	 	44.309250000000006
RXN-ACALDCD_c_FWD-rt7423	ACALDCD_c	FWD	rt7423	rt7423:1	protStoichAsgnAuto	 	75.14811
RXN-ACALDt_c_e_FWD-SPONT	ACALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACALDt_c_e_REV-SPONT	ACALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACALDt_c_m_FWD-SPONT	ACALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACALDt_c_m_REV-SPONT	ACALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACCOAC_c_FWD-rt0271	ACCOAC_c	FWD	rt0271	rt0271:2	protStoichAsgnManual	Based on scRBA stoich.	495.9399800000001
RXN-ACCOATsucac_m_FWD-rt5429	ACCOATsucac_m	FWD	rt5429	rt5429:1	protStoichAsgnAuto	 	60.11376
RXN-ACCOATsucpp_m_FWD-rt5429	ACCOATsucpp_m	FWD	rt5429	rt5429:1	protStoichAsgnAuto	 	60.11376
RXN-ACCOAt_c_n_FWD-SPONT	ACCOAt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACCOAt_c_n_REV-SPONT	ACCOAt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACCOAt_c_r_FWD-rt2578	ACCOAt_c_r	FWD	rt2578	rt2578:1	protStoichAsgnAuto	 	63.207010000000004
RXN-ACCOAt_c_r_REV-rt2578	ACCOAt_c_r	REV	rt2578	rt2578:1	protStoichAsgnAuto	 	63.207010000000004
RXN-ACEST1_m_FWD-rt1634	ACEST1_m	FWD	rt1634	rt1634:1	protStoichAsgnAuto	 	56.82872000000001
RXN-ACEST1_m_FWD-rt6091	ACEST1_m	FWD	rt6091	rt6091:1	protStoichAsgnAuto	 	53.909560000000006
RXN-ACEST1_x_FWD-UNKNOWN	ACEST1_x	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	No evidence for GPR	
RXN-ACGAM6PS_c_FWD-rt4107	ACGAM6PS_c	FWD	rt4107	rt4107:1	protStoichAsgnAuto	 	21.041809999999998
RXN-ACGAM6PS_c_REV-rt4107	ACGAM6PS_c	REV	rt4107	rt4107:1	protStoichAsgnAuto	 	21.041809999999998
RXN-ACGAM6S1_r_FWD-rt5121	ACGAM6S1_r	FWD	rt5121	rt5121:1	protStoichAsgnAuto	 	66.28772000000001
RXN-ACGAM6S1_r_REV-rt5121	ACGAM6S1_r	REV	rt5121	rt5121:1	protStoichAsgnAuto	 	66.28772000000001
RXN-ACGAM6S2_r_FWD-rt5121	ACGAM6S2_r	FWD	rt5121	rt5121:1	protStoichAsgnAuto	 	66.28772000000001
RXN-ACGAM6S2_r_REV-rt5121	ACGAM6S2_r	REV	rt5121	rt5121:1	protStoichAsgnAuto	 	66.28772000000001
RXN-ACGAMPM_c_FWD-rt4597	ACGAMPM_c	FWD	rt4597	rt4597:1	protStoichAsgnAuto	 	59.71949999999999
RXN-ACGAMPM_c_REV-rt4597	ACGAMPM_c	REV	rt4597	rt4597:1	protStoichAsgnAuto	 	59.71949999999999
RXN-ACGK_m_FWD-rt1009	ACGK_m	FWD	rt1009	rt1009:1	protStoichAsgnAuto	 	100.48261000000001
RXN-ACGS_m_FWD-rt7899	ACGS_m	FWD	rt7899	rt7899:1	protStoichAsgnAuto	 	76.98857
RXN-ACHAH_c_FWD-rt3378	ACHAH_c	FWD	rt3378	rt3378:1	protStoichAsgnAuto	 	61.88803
RXN-ACHAH_c_REV-rt3378	ACHAH_c	REV	rt3378	rt3378:1	protStoichAsgnAuto	 	61.88803
RXN-ACHAH_e_FWD-rt1203	ACHAH_e	FWD	rt1203	rt1203:1	protStoichAsgnAuto	 	60.00139
RXN-ACHBS_m_FWD-ILV26	ACHBS_m	FWD	ILV26	rt1432:1,rt7317:1	protStoichAsgnManual	 	115.60145999999999
RXN-ACHBS_m_FWD-rt7317	ACHBS_m	FWD	rt7317	rt7317:2	protStoichAsgnManual	 	153.70582
RXN-ACHLE1_c_FWD-rt6872	ACHLE1_c	FWD	rt6872	rt6872:1	protStoichAsgnAuto	 	28.56806
RXN-ACHLE2_c_FWD-rt6872	ACHLE2_c	FWD	rt6872	rt6872:1	protStoichAsgnAuto	 	28.56806
RXN-ACHLE3_c_FWD-rt6872	ACHLE3_c	FWD	rt6872	rt6872:1	protStoichAsgnAuto	 	28.56806
RXN-ACITL_c_FWD-rt1358	ACITL_c	FWD	rt1358	rt1358:4	protStoichAsgnAuto	 	507.49308
RXN-ACKr_c_FWD-rt5015	ACKr_c	FWD	rt5015	rt5015:1	protStoichAsgnAuto	 	49.609519999999996
RXN-ACKr_c_REV-rt5015	ACKr_c	REV	rt5015	rt5015:1	protStoichAsgnAuto	 	49.609519999999996
RXN-ACLS_m_FWD-ILV26	ACLS_m	FWD	ILV26	rt1432:1,rt7317:1	protStoichAsgnManual	Copied from ACHBS_m since they're the same GPR and stoich.	115.60145999999999
RXN-ACLS_m_FWD-rt7317	ACLS_m	FWD	rt7317	rt7317:2	protStoichAsgnManual	Copied from ACHBS_m since they're the same GPR and stoich.	153.70582
RXN-ACOAD100f_m_FWD-rt4202	ACOAD100f_m	FWD	rt4202	rt4202:1	protStoichAsgnAuto	 	45.114270000000005
RXN-ACOAD100f_x_FWD-rt2040	ACOAD100f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD101df_x_FWD-rt2040	ACOAD101df_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD102ef_x_FWD-rt2040	ACOAD102ef_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD120f_m_FWD-rt4202	ACOAD120f_m	FWD	rt4202	rt4202:1	protStoichAsgnAuto	 	45.114270000000005
RXN-ACOAD120f_x_FWD-rt2040	ACOAD120f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD121af_x_FWD-rt2040	ACOAD121af_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD140f_x_FWD-rt2040	ACOAD140f_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD141af_x_FWD-rt2040	ACOAD141af_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
RXN-ACOAD141bf_x_FWD-rt2040	ACOAD141bf_x	FWD	rt2040	rt2040:1	protStoichAsgnManual	Only found evidence for this subunit	51.44115
